State,County,Geographic Area Name,Population 16 years and over,Population 16 years and over: Labor Force Participation Rate,Population 16 years and over: Employment/Population Ratio,Population 16 years and over: Unemployment rate
40,149,"Washita County, Oklahoma",8523,59.4,55.8,5.8
40,151,"Woods County, Oklahoma",7067,60.5,57.5,5.0
40,153,"Woodward County, Oklahoma",16065,62.0,58.7,5.3
41,001,"Baker County, Oregon",13749,48.2,45.6,5.5
41,003,"Benton County, Oregon",82621,60.5,56.4,6.8
41,005,"Clackamas County, Oregon",343137,63.4,60.2,5.0
41,007,"Clatsop County, Oregon",34385,57.8,54.0,4.8
41,009,"Columbia County, Oregon",43207,59.1,56.4,4.5
41,011,"Coos County, Oregon",54521,50.8,47.6,5.8
41,013,"Crook County, Oregon",20584,57.2,54.9,4.1
41,015,"Curry County, Oregon",20426,46.6,43.2,7.2
41,017,"Deschutes County, Oregon",164935,63.2,59.8,5.2
41,019,"Douglas County, Oregon",92618,50.3,47.1,6.1
41,021,"Gilliam County, Oregon",1653,51.8,48.5,6.3
41,023,"Grant County, Oregon",6152,51.7,47.8,7.5
41,025,"Harney County, Oregon",6154,54.0,51.1,5.4
41,027,"Hood River County, Oregon",19184,69.4,67.0,3.3
41,029,"Jackson County, Oregon",182407,57.6,54.4,5.5
41,031,"Jefferson County, Oregon",19689,55.4,51.5,7.0
41,033,"Josephine County, Oregon",73292,49.7,45.7,8.1
41,035,"Klamath County, Oregon",55985,52.5,47.4,7.6
41,037,"Lake County, Oregon",6887,48.6,44.8,7.7
41,039,"Lane County, Oregon",322293,60.5,56.4,6.7
41,041,"Lincoln County, Oregon",43260,50.4,46.5,7.7
41,043,"Linn County, Oregon",103066,59.9,56.1,6.2
41,045,"Malheur County, Oregon",24435,50.8,47.6,6.2
41,047,"Marion County, Oregon",272513,61.5,58.0,5.4
41,049,"Morrow County, Oregon",9251,57.4,55.6,3.2
41,051,"Multnomah County, Oregon",678422,70.0,66.1,5.5
41,053,"Polk County, Oregon",70743,60.6,57.2,5.3
41,055,"Sherman County, Oregon",1578,52.5,51.4,2.2
41,057,"Tillamook County, Oregon",22897,50.3,47.6,5.2
41,059,"Umatilla County, Oregon",62451,58.4,54.4,6.7
41,061,"Union County, Oregon",21181,58.2,54.3,6.3
41,063,"Wallowa County, Oregon",6136,57.1,53.7,6.0
41,065,"Wasco County, Oregon",21469,59.7,55.3,7.1
41,067,"Washington County, Oregon",482581,68.9,65.6,4.6
41,069,"Wheeler County, Oregon",1201,43.4,41.0,5.4
41,071,"Yamhill County, Oregon",87489,59.7,57.1,4.1
42,001,"Adams County, Pennsylvania",86478,62.3,60.1,3.4
42,003,"Allegheny County, Pennsylvania",1040488,64.8,61.5,4.9
42,005,"Armstrong County, Pennsylvania",54730,58.2,55.2,5.1
42,007,"Beaver County, Pennsylvania",139229,61.2,57.7,5.6
42,009,"Bedford County, Pennsylvania",39710,58.5,56.0,4.3
42,011,"Berks County, Pennsylvania",345342,64.8,61.2,5.4
42,013,"Blair County, Pennsylvania",101006,59.5,56.9,4.2
42,015,"Bradford County, Pennsylvania",48709,56.0,53.3,4.8
42,017,"Bucks County, Pennsylvania",533022,67.0,63.8,4.6
42,019,"Butler County, Pennsylvania",161324,62.9,59.9,4.7
42,021,"Cambria County, Pennsylvania",111150,54.8,51.9,5.0
42,023,"Cameron County, Pennsylvania",3821,51.0,47.4,7.1
42,025,"Carbon County, Pennsylvania",54210,61.0,56.8,6.9
42,027,"Centre County, Pennsylvania",138066,56.5,54.1,4.0
42,029,"Chester County, Pennsylvania",432259,68.2,65.5,4.0
42,031,"Clarion County, Pennsylvania",31293,58.9,55.5,5.5
42,033,"Clearfield County, Pennsylvania",66993,55.4,52.0,6.0
42,035,"Clinton County, Pennsylvania",31233,59.6,56.4,5.3
42,037,"Columbia County, Pennsylvania",54990,57.8,55.0,4.8
42,039,"Crawford County, Pennsylvania",68806,55.8,52.5,5.6
42,041,"Cumberland County, Pennsylvania",214390,64.2,61.5,3.7
42,043,"Dauphin County, Pennsylvania",229649,65.5,62.4,4.3
42,045,"Delaware County, Pennsylvania",462613,66.3,61.8,6.8
42,047,"Elk County, Pennsylvania",25717,62.3,58.2,6.5
42,049,"Erie County, Pennsylvania",220536,59.8,56.4,5.5
42,051,"Fayette County, Pennsylvania",106890,54.8,50.9,7.2
42,053,"Forest County, Pennsylvania",6312,27.0,25.8,4.3
42,055,"Franklin County, Pennsylvania",125692,62.5,60.3,3.4
42,057,"Fulton County, Pennsylvania",12078,59.1,57.0,3.7
42,059,"Greene County, Pennsylvania",29852,50.3,47.6,5.2
42,061,"Huntingdon County, Pennsylvania",37256,51.9,49.2,5.1
42,063,"Indiana County, Pennsylvania",70363,55.6,51.9,6.5
42,065,"Jefferson County, Pennsylvania",36098,58.4,55.2,5.4
42,067,"Juniata County, Pennsylvania",19085,59.1,57.2,3.1
42,069,"Lackawanna County, Pennsylvania",177591,60.6,57.6,4.8
42,071,"Lancaster County, Pennsylvania",438998,66.0,63.7,3.4
42,073,"Lawrence County, Pennsylvania",71031,58.7,54.7,6.8
42,075,"Lebanon County, Pennsylvania",114296,63.0,59.9,4.4
42,077,"Lehigh County, Pennsylvania",299756,64.9,61.2,5.8
42,079,"Luzerne County, Pennsylvania",267917,61.0,57.4,5.9
42,081,"Lycoming County, Pennsylvania",93391,59.4,56.1,5.3
42,083,"McKean County, Pennsylvania",33555,55.4,52.4,5.3
42,085,"Mercer County, Pennsylvania",92473,55.0,51.7,5.5
42,087,"Mifflin County, Pennsylvania",36936,59.9,57.5,3.9
42,089,"Monroe County, Pennsylvania",139579,60.6,56.7,6.3
42,091,"Montgomery County, Pennsylvania",694999,68.2,65.0,4.5
42,093,"Montour County, Pennsylvania",14937,60.1,58.3,2.4
42,095,"Northampton County, Pennsylvania",260869,62.7,59.8,4.6
42,097,"Northumberland County, Pennsylvania",75640,57.5,54.8,4.7
42,099,"Perry County, Pennsylvania",37380,62.0,59.8,3.4
42,101,"Philadelphia County, Pennsylvania",1284522,62.8,57.4,8.6
42,103,"Pike County, Pennsylvania",50434,57.3,52.3,8.5
42,105,"Potter County, Pennsylvania",13475,53.2,50.7,4.8
42,107,"Schuylkill County, Pennsylvania",118431,57.7,54.5,5.3
42,109,"Snyder County, Pennsylvania",32650,60.9,59.5,2.2
42,111,"Somerset County, Pennsylvania",61989,55.7,52.8,5.2
42,113,"Sullivan County, Pennsylvania",5314,50.8,47.9,5.5
42,115,"Susquehanna County, Pennsylvania",32209,55.5,52.2,5.8
42,117,"Tioga County, Pennsylvania",34162,56.8,54.2,4.5
42,119,"Union County, Pennsylvania",36344,48.1,46.4,3.5
42,121,"Venango County, Pennsylvania",42175,55.3,51.5,6.7
42,123,"Warren County, Pennsylvania",31934,56.8,54.4,4.3
42,125,"Washington County, Pennsylvania",173553,62.1,58.9,5.0
42,127,"Wayne County, Pennsylvania",43747,51.6,48.5,5.9
42,129,"Westmoreland County, Pennsylvania",297917,60.6,57.6,5.0
42,131,"Wyoming County, Pennsylvania",21842,57.8,55.2,4.5
42,133,"York County, Pennsylvania",369456,65.5,62.4,4.6
44,001,"Bristol County, Rhode Island",42777,63.6,60.8,4.1
44,003,"Kent County, Rhode Island",142876,66.4,63.1,4.6
44,005,"Newport County, Rhode Island",73421,64.4,57.3,6.5
44,007,"Providence County, Rhode Island",540999,65.1,60.9,6.3
44,009,"Washington County, Rhode Island",112443,63.2,58.9,5.9
45,001,"Abbeville County, South Carolina",20010,52.0,50.5,2.8
45,003,"Aiken County, South Carolina",137443,58.0,53.9,6.2
45,005,"Allendale County, South Carolina",6740,45.2,39.1,13.5
45,007,"Anderson County, South Carolina",163596,60.3,56.8,5.5
45,009,"Bamberg County, South Carolina",11118,51.3,45.4,11.0
45,011,"Barnwell County, South Carolina",16406,57.0,53.7,5.9
45,013,"Beaufort County, South Carolina",159786,55.4,49.8,3.1
45,015,"Berkeley County, South Carolina",182687,65.6,59.5,3.8
45,017,"Calhoun County, South Carolina",11940,55.9,51.8,7.3
45,019,"Charleston County, South Carolina",338538,65.8,62.4,3.7
45,021,"Cherokee County, South Carolina",44860,57.6,54.0,5.9
45,023,"Chester County, South Carolina",26078,56.3,52.6,6.2
45,025,"Chesterfield County, South Carolina",35059,56.8,51.7,8.7
45,027,"Clarendon County, South Carolina",26061,47.6,42.6,10.1
45,029,"Colleton County, South Carolina",30904,55.7,50.7,8.6
45,031,"Darlington County, South Carolina",50745,55.6,51.8,6.5
45,033,"Dillon County, South Carolina",21947,55.6,51.5,7.2
45,035,"Dorchester County, South Carolina",128040,65.1,60.5,5.5
45,037,"Edgefield County, South Carolina",22213,53.7,50.2,6.2
45,039,"Fairfield County, South Carolina",17575,56.6,52.5,6.9
45,041,"Florence County, South Carolina",108703,58.3,55.2,4.5
45,043,"Georgetown County, South Carolina",53711,51.1,48.5,5.0
45,045,"Greenville County, South Carolina",421910,64.9,62.1,4.1
45,047,"Greenwood County, South Carolina",55529,56.1,52.9,5.5
45,049,"Hampton County, South Carolina",15399,53.1,47.2,10.7
45,051,"Horry County, South Carolina",302180,54.3,51.2,5.6
45,053,"Jasper County, South Carolina",24342,53.5,49.9,6.3
45,055,"Kershaw County, South Carolina",52475,58.9,55.1,4.7
45,057,"Lancaster County, South Carolina",79204,58.0,54.9,5.0
45,059,"Laurens County, South Carolina",54271,57.0,53.9,5.2
45,061,"Lee County, South Carolina",13751,45.0,40.9,9.2
45,063,"Lexington County, South Carolina",235969,64.3,61.1,4.4
45,065,"McCormick County, South Carolina",8714,40.0,37.4,6.4
45,067,"Marion County, South Carolina",23466,49.4,46.0,6.8
45,069,"Marlboro County, South Carolina",22015,44.0,40.5,7.8
45,071,"Newberry County, South Carolina",30720,57.6,55.2,3.9
45,073,"Oconee County, South Carolina",65486,52.1,49.0,5.8
45,075,"Orangeburg County, South Carolina",67747,53.0,48.1,9.2
45,077,"Pickens County, South Carolina",109655,57.2,54.8,4.2
45,079,"Richland County, South Carolina",337509,65.5,58.2,6.8
45,081,"Saluda County, South Carolina",15378,54.4,52.3,3.3
45,083,"Spartanburg County, South Carolina",262949,61.8,58.8,4.7
45,085,"Sumter County, South Carolina",82962,59.1,50.7,7.2
45,087,"Union County, South Carolina",22006,55.3,49.6,10.2
45,089,"Williamsburg County, South Carolina",25595,49.3,47.0,4.5
45,091,"York County, South Carolina",223222,66.9,63.5,4.7
46,003,"Aurora County, South Dakota",2018,70.0,69.2,0.8
46,005,"Beadle County, South Dakota",14335,66.6,64.9,2.3
46,007,"Bennett County, South Dakota",2324,50.9,46.9,7.9
46,009,"Bon Homme County, South Dakota",5889,46.2,44.9,2.2
46,011,"Brookings County, South Dakota",28437,70.4,67.4,3.9
46,013,"Brown County, South Dakota",30463,70.8,68.1,3.6
46,015,"Brule County, South Dakota",4153,66.1,63.8,3.2
46,017,"Buffalo County, South Dakota",1243,56.0,47.6,14.9
46,019,"Butte County, South Dakota",8245,65.8,62.0,5.8
46,021,"Campbell County, South Dakota",1222,65.0,62.4,3.9
46,023,"Charles Mix County, South Dakota",6779,61.2,56.8,7.1
46,025,"Clark County, South Dakota",2819,59.0,55.9,5.3
46,027,"Clay County, South Dakota",12633,67.6,61.8,8.2
46,029,"Codington County, South Dakota",22688,69.1,67.9,1.5
46,031,"Corson County, South Dakota",2676,58.8,44.3,24.6
46,033,"Custer County, South Dakota",7457,53.1,51.5,3.0
46,035,"Davison County, South Dakota",15661,67.7,66.6,1.4
46,037,"Day County, South Dakota",4462,57.2,55.7,2.6
46,039,"Deuel County, South Dakota",3349,64.3,63.0,2.0
46,041,"Dewey County, South Dakota",3454,67.0,56.5,14.6
46,043,"Douglas County, South Dakota",2172,66.9,66.6,0.6
46,045,"Edmunds County, South Dakota",3179,61.5,60.2,2.1
46,047,"Fall River County, South Dakota",6073,50.3,48.9,2.7
46,049,"Faulk County, South Dakota",1667,59.0,56.8,3.7
46,051,"Grant County, South Dakota",6085,64.2,62.1,3.3
46,053,"Gregory County, South Dakota",3140,63.2,61.2,2.6
46,055,"Haakon County, South Dakota",1384,58.6,58.6,0.0
46,057,"Hamlin County, South Dakota",4448,69.0,67.2,2.5
46,059,"Hand County, South Dakota",2453,67.0,66.2,1.2
46,061,"Hanson County, South Dakota",2507,75.4,73.4,2.0
46,063,"Harding County, South Dakota",976,73.6,71.9,2.2
46,065,"Hughes County, South Dakota",13856,66.8,66.4,0.4
46,067,"Hutchinson County, South Dakota",5636,66.8,65.8,1.5
46,069,"Hyde County, South Dakota",1074,68.3,67.9,0.7
46,071,"Jackson County, South Dakota",1992,44.8,41.5,7.4
46,073,"Jerauld County, South Dakota",1498,65.1,64.6,0.7
46,075,"Jones County, South Dakota",759,65.3,64.3,1.6
46,077,"Kingsbury County, South Dakota",4011,63.7,63.2,0.8
46,079,"Lake County, South Dakota",9211,66.9,65.2,1.6
46,081,"Lawrence County, South Dakota",22310,65.9,64.1,2.5
46,083,"Lincoln County, South Dakota",49793,75.8,74.6,1.4
46,085,"Lyman County, South Dakota",2767,56.3,53.4,5.0
46,087,"McCook County, South Dakota",4272,70.3,68.8,2.1
46,089,"McPherson County, South Dakota",1848,58.2,58.0,0.3
46,091,"Marshall County, South Dakota",3447,65.0,64.2,1.2
46,093,"Meade County, South Dakota",24038,70.2,62.1,3.5
46,095,"Mellette County, South Dakota",1479,47.5,39.7,16.5
46,097,"Miner County, South Dakota",1895,60.1,59.2,1.4
46,099,"Minnehaha County, South Dakota",152981,74.3,72.3,2.4
46,101,"Moody County, South Dakota",4848,64.6,63.4,1.7
46,102,"Oglala Lakota County, South Dakota",9200,39.0,34.1,11.8
46,103,"Pennington County, South Dakota",88521,64.9,61.4,3.5
46,105,"Perkins County, South Dakota",2377,69.4,66.4,4.2
46,107,"Potter County, South Dakota",2047,61.7,60.0,2.8
46,109,"Roberts County, South Dakota",7595,60.5,57.2,5.2
46,111,"Sanborn County, South Dakota",1777,71.8,70.6,1.1
46,115,"Spink County, South Dakota",5152,59.1,58.2,1.6
46,117,"Stanley County, South Dakota",2397,72.3,71.5,0.2
46,119,"Sully County, South Dakota",1121,70.0,70.0,0.0
46,121,"Todd County, South Dakota",6008,45.2,38.2,15.1
46,123,"Tripp County, South Dakota",4432,62.6,59.5,4.9
46,125,"Turner County, South Dakota",6761,67.7,66.0,2.3
46,127,"Union County, South Dakota",13096,67.3,65.0,3.0
46,129,"Walworth County, South Dakota",4216,63.4,60.6,3.6
46,135,"Yankton County, South Dakota",18955,63.8,62.7,1.6
46,137,"Ziebach County, South Dakota",1869,65.2,44.4,32.0
47,001,"Anderson County, Tennessee",62800,55.6,52.5,5.4
47,003,"Bedford County, Tennessee",39381,62.1,59.2,4.6
47,005,"Benton County, Tennessee",13164,49.3,46.1,6.5
47,007,"Bledsoe County, Tennessee",12644,47.7,44.4,6.7
47,009,"Blount County, Tennessee",112546,60.5,57.8,4.1
47,011,"Bradley County, Tennessee",88117,61.3,57.9,5.4
47,013,"Campbell County, Tennessee",32109,51.2,47.6,7.1
47,015,"Cannon County, Tennessee",11799,56.5,54.6,3.3
47,017,"Carroll County, Tennessee",22845,54.7,52.1,4.6
47,019,"Carter County, Tennessee",47403,52.7,48.8,7.2
47,021,"Cheatham County, Tennessee",33387,64.8,62.3,3.7
47,023,"Chester County, Tennessee",14082,54.2,50.0,6.9
47,025,"Claiborne County, Tennessee",26655,51.7,48.5,6.1
47,027,"Clay County, Tennessee",6208,45.2,42.5,5.5
47,029,"Cocke County, Tennessee",29708,52.8,49.4,6.2
47,031,"Coffee County, Tennessee",45845,59.2,56.4,4.6
47,033,"Crockett County, Tennessee",10987,61.1,58.7,3.8
47,035,"Cumberland County, Tennessee",52487,45.8,43.2,5.7
47,037,"Davidson County, Tennessee",579736,71.7,68.3,4.6
47,039,"Decatur County, Tennessee",9438,50.8,46.8,7.9
47,041,"DeKalb County, Tennessee",16416,53.2,50.5,5.0
47,043,"Dickson County, Tennessee",43519,62.3,59.9,3.8
47,045,"Dyer County, Tennessee",28929,57.9,55.2,4.5
47,047,"Fayette County, Tennessee",35427,58.1,54.9,5.3
47,049,"Fentress County, Tennessee",15403,49.5,46.9,5.3
47,051,"Franklin County, Tennessee",35408,56.6,55.1,2.6
47,053,"Gibson County, Tennessee",39588,57.7,54.5,5.4
47,055,"Giles County, Tennessee",24845,55.9,53.0,5.1
47,057,"Grainger County, Tennessee",19744,52.4,49.4,5.8
47,059,"Greene County, Tennessee",58501,52.9,50.0,5.4
47,061,"Grundy County, Tennessee",11124,51.7,48.4,6.3
47,063,"Hamblen County, Tennessee",51238,56.6,52.8,6.6
47,065,"Hamilton County, Tennessee",299839,63.8,61.0,4.4
47,067,"Hancock County, Tennessee",5417,44.8,40.3,10.1
47,069,"Hardeman County, Tennessee",21321,48.7,42.4,12.8
47,071,"Hardin County, Tennessee",22102,49.8,48.0,3.3
47,073,"Hawkins County, Tennessee",47568,50.5,46.1,8.6
47,075,"Haywood County, Tennessee",14396,55.2,50.5,8.5
47,077,"Henderson County, Tennessee",22415,54.7,51.7,5.4
47,079,"Henry County, Tennessee",26438,50.7,48.4,4.0
47,081,"Hickman County, Tennessee",20353,53.8,51.7,3.7
47,083,"Houston County, Tennessee",6774,50.9,48.5,4.2
47,085,"Humphreys County, Tennessee",15450,56.4,50.4,10.2
47,087,"Jackson County, Tennessee",9973,51.8,48.1,7.2
47,089,"Jefferson County, Tennessee",46020,58.1,54.9,5.4
47,091,"Johnson County, Tennessee",15396,43.8,41.9,4.4
47,093,"Knox County, Tennessee",393242,64.2,61.6,3.8
47,095,"Lake County, Tennessee",6018,30.7,28.4,7.0
47,097,"Lauderdale County, Tennessee",20161,49.1,46.1,6.1
47,099,"Lawrence County, Tennessee",34372,57.5,53.8,6.3
47,101,"Lewis County, Tennessee",10232,54.1,51.2,5.2
47,103,"Lincoln County, Tennessee",28313,59.2,56.6,4.3
47,105,"Loudon County, Tennessee",46005,54.9,53.1,3.0
47,107,"McMinn County, Tennessee",43819,55.0,52.0,5.3
47,109,"McNairy County, Tennessee",21082,49.6,46.3,6.2
47,111,"Macon County, Tennessee",19914,61.7,59.4,3.6
47,113,"Madison County, Tennessee",79529,61.1,56.5,7.4
47,115,"Marion County, Tennessee",23698,54.7,51.6,5.7
47,117,"Marshall County, Tennessee",27611,62.4,58.7,5.8
47,119,"Maury County, Tennessee",81299,64.0,62.4,2.5
47,121,"Meigs County, Tennessee",10544,51.3,47.5,7.5
47,123,"Monroe County, Tennessee",38029,51.5,48.0,6.6
47,125,"Montgomery County, Tennessee",168775,66.9,56.0,6.1
47,127,"Moore County, Tennessee",5462,56.7,54.3,4.2
47,129,"Morgan County, Tennessee",17542,45.7,41.7,8.4
47,131,"Obion County, Tennessee",24703,57.0,54.1,5.0
47,133,"Overton County, Tennessee",18398,57.4,55.4,3.5
47,135,"Perry County, Tennessee",6780,51.3,45.7,10.9
47,137,"Pickett County, Tennessee",4201,42.8,40.8,4.5
47,139,"Polk County, Tennessee",14552,54.6,50.4,7.8
47,141,"Putnam County, Tennessee",65684,61.0,57.9,4.5
47,143,"Rhea County, Tennessee",26860,52.8,48.6,7.9
47,145,"Roane County, Tennessee",45191,55.2,52.4,4.9
47,147,"Robertson County, Tennessee",58004,64.3,61.9,3.8
47,149,"Rutherford County, Tennessee",269959,71.2,68.2,3.9
47,151,"Scott County, Tennessee",17387,50.5,45.6,9.6
47,153,"Sequatchie County, Tennessee",13212,50.0,48.4,3.3
47,155,"Sevier County, Tennessee",80467,60.6,58.2,3.5
47,157,"Shelby County, Tennessee",721643,64.5,59.5,7.3
47,159,"Smith County, Tennessee",16117,59.1,57.0,3.5
47,161,"Stewart County, Tennessee",11138,52.6,50.4,3.8
47,163,"Sullivan County, Tennessee",132231,55.9,52.3,6.2
47,165,"Sumner County, Tennessee",156439,66.2,63.8,3.5
47,167,"Tipton County, Tennessee",48275,61.3,57.5,5.4
47,169,"Trousdale County, Tennessee",9893,52.2,51.8,0.8
47,171,"Unicoi County, Tennessee",14956,54.2,51.0,5.4
47,173,"Union County, Tennessee",16123,53.8,50.7,5.7
47,175,"Van Buren County, Tennessee",5156,49.5,47.5,4.1
47,177,"Warren County, Tennessee",32671,56.4,54.1,3.9
47,179,"Washington County, Tennessee",111727,59.7,56.7,5.0
47,181,"Wayne County, Tennessee",13806,47.5,45.3,4.6
47,183,"Weakley County, Tennessee",27581,53.5,51.2,4.0
47,185,"White County, Tennessee",21993,54.0,51.0,5.4
47,187,"Williamson County, Tennessee",192193,67.8,66.3,2.1
47,189,"Wilson County, Tennessee",118470,65.5,63.0,3.7
48,001,"Anderson County, Texas",48393,43.1,41.3,3.9
48,003,"Andrews County, Texas",13367,71.2,69.3,2.7
48,005,"Angelina County, Texas",66940,59.4,55.8,6.0
48,007,"Aransas County, Texas",20308,47.8,45.8,4.4
48,009,"Archer County, Texas",7000,60.3,58.3,3.1
48,011,"Armstrong County, Texas",1517,54.4,53.9,0.2
48,013,"Atascosa County, Texas",37857,58.1,54.3,6.4
48,015,"Austin County, Texas",24061,62.9,60.4,3.8
48,017,"Bailey County, Texas",5272,57.9,56.7,2.1
48,019,"Bandera County, Texas",18113,54.4,50.8,6.7
48,021,"Bastrop County, Texas",75991,62.6,59.7,4.4
48,023,"Baylor County, Texas",2791,54.0,53.4,1.1
48,025,"Bee County, Texas",25506,43.5,40.7,6.4
48,027,"Bell County, Texas",280938,65.7,54.2,7.7
48,029,"Bexar County, Texas",1566254,66.2,61.2,5.5
48,031,"Blanco County, Texas",9814,58.3,56.1,3.9
48,033,"Borden County, Texas",494,57.5,56.5,1.8
48,035,"Bosque County, Texas",14977,53.6,51.3,3.9
48,037,"Bowie County, Texas",73160,54.3,52.1,4.0
48,039,"Brazoria County, Texas",289240,63.4,60.3,4.6
48,041,"Brazos County, Texas",192807,62.3,59.3,4.6
48,043,"Brewster County, Texas",7885,62.4,60.5,3.0
48,045,"Briscoe County, Texas",1076,47.7,46.1,3.3
48,047,"Brooks County, Texas",5755,53.4,52.3,2.1
48,049,"Brown County, Texas",31226,57.7,55.4,3.8
48,051,"Burleson County, Texas",14504,56.2,54.1,3.8
48,053,"Burnet County, Texas",40706,58.9,56.8,3.4
48,055,"Caldwell County, Texas",36990,57.0,55.6,2.4
48,057,"Calhoun County, Texas",15990,62.7,60.6,3.4
48,059,"Callahan County, Texas",11308,58.0,55.2,4.8
48,061,"Cameron County, Texas",312892,57.2,53.9,5.7
48,063,"Camp County, Texas",9571,57.6,54.4,5.4
48,065,"Carson County, Texas",4634,62.3,61.1,1.9
48,067,"Cass County, Texas",22921,51.3,47.6,7.2
48,069,"Castro County, Texas",5404,66.5,64.2,3.6
48,071,"Chambers County, Texas",35541,67.0,61.7,7.5
48,073,"Cherokee County, Texas",39439,54.0,50.9,5.8
48,075,"Childress County, Texas",5654,55.2,50.5,8.6
48,077,"Clay County, Texas",8454,57.9,56.7,1.8
48,079,"Cochran County, Texas",1926,59.8,55.5,7.1
48,081,"Coke County, Texas",2662,52.0,50.4,3.0
48,083,"Coleman County, Texas",6257,57.5,53.9,6.3
48,085,"Collin County, Texas",840868,70.3,67.3,4.2
48,087,"Collingsworth County, Texas",2097,64.1,62.3,2.8
48,089,"Colorado County, Texas",16286,57.6,54.3,5.7
48,091,"Comal County, Texas",133330,60.8,58.2,3.7
48,093,"Comanche County, Texas",10955,60.8,56.4,7.3
48,095,"Concho County, Texas",2702,37.7,36.9,2.3
48,097,"Cooke County, Texas",33207,62.8,60.4,3.9
48,099,"Coryell County, Texas",66047,55.9,38.1,7.1
48,101,"Cottle County, Texas",1288,58.1,55.7,4.1
48,103,"Crane County, Texas",3658,63.2,61.3,3.0
48,105,"Crockett County, Texas",2490,63.8,62.6,2.0
48,107,"Crosby County, Texas",4027,61.8,58.8,4.9
48,109,"Culberson County, Texas",1868,55.4,49.8,10.1
48,111,"Dallam County, Texas",5092,77.4,75.4,2.6
48,113,"Dallas County, Texas",2014287,69.0,65.5,4.9
48,115,"Dawson County, Texas",9578,49.3,44.6,9.5
48,117,"Deaf Smith County, Texas",13450,64.0,62.7,2.1
48,119,"Delta County, Texas",4179,59.0,55.3,6.4
48,121,"Denton County, Texas",723225,72.3,69.3,4.0
48,123,"DeWitt County, Texas",15849,50.2,47.6,5.2
48,125,"Dickens County, Texas",1320,49.4,44.6,9.7
48,127,"Dimmit County, Texas",6566,37.6,35.8,4.7
48,129,"Donley County, Texas",2700,51.3,51.3,0.0
48,131,"Duval County, Texas",7706,51.6,47.3,8.4
48,133,"Eastland County, Texas",14470,56.1,53.3,4.9
48,135,"Ector County, Texas",118118,67.3,63.3,5.8
48,137,"Edwards County, Texas",1110,65.6,65.6,0.0
48,139,"Ellis County, Texas",150185,69.0,66.2,3.9
48,141,"El Paso County, Texas",660711,62.6,55.7,6.8
48,143,"Erath County, Texas",34954,63.2,59.6,5.6
48,145,"Falls County, Texas",13809,48.9,45.2,7.4
48,147,"Fannin County, Texas",29328,53.9,51.4,4.7
48,149,"Fayette County, Texas",20258,55.5,53.6,3.5
48,151,"Fisher County, Texas",2966,63.0,61.2,2.9
48,153,"Floyd County, Texas",4061,57.5,55.1,4.1
48,155,"Foard County, Texas",868,62.2,58.5,5.9
48,157,"Fort Bend County, Texas",633897,66.9,63.4,5.2
48,159,"Franklin County, Texas",8311,61.4,57.4,6.5
48,161,"Freestone County, Texas",15693,47.1,45.4,3.5
48,163,"Frio County, Texas",14538,48.9,47.7,2.6
48,165,"Gaines County, Texas",14941,61.2,59.1,3.4
48,167,"Galveston County, Texas",277159,64.2,60.2,5.9
48,169,"Garza County, Texas",4969,37.1,33.4,9.9
48,171,"Gillespie County, Texas",22330,57.5,55.5,3.5
48,173,"Glasscock County, Texas",850,55.2,54.5,1.3
48,175,"Goliad County, Texas",5722,52.9,50.4,4.8
48,177,"Gonzales County, Texas",14974,58.6,58.0,1.0
48,179,"Gray County, Texas",16579,57.6,54.5,5.4
48,181,"Grayson County, Texas",108143,62.2,59.8,3.9
48,183,"Gregg County, Texas",95839,61.7,59.3,3.7
48,185,"Grimes County, Texas",23506,52.6,49.6,5.6
48,187,"Guadalupe County, Texas",136158,64.6,60.5,4.3
48,189,"Hale County, Texas",24666,59.4,56.5,4.7
48,191,"Hall County, Texas",2290,55.1,50.9,7.5
48,193,"Hamilton County, Texas",6696,52.4,51.0,2.8
48,195,"Hansford County, Texas",3905,65.1,62.2,4.3
48,197,"Hardeman County, Texas",2870,64.7,63.1,2.5
48,199,"Hardin County, Texas",44379,56.8,54.1,4.6
48,201,"Harris County, Texas",3627075,67.4,63.0,6.4
48,203,"Harrison County, Texas",54569,60.4,56.7,6.1
48,205,"Hartley County, Texas",4226,42.5,41.9,1.5
48,207,"Haskell County, Texas",4558,53.1,49.8,6.3
48,209,"Hays County, Texas",195249,67.9,64.2,5.1
48,211,"Hemphill County, Texas",2574,63.2,60.6,4.1
48,213,"Henderson County, Texas",67024,53.2,50.2,5.5
48,215,"Hidalgo County, Texas",628638,58.8,54.2,7.6
48,217,"Hill County, Texas",28760,57.7,55.1,4.5
48,219,"Hockley County, Texas",16428,62.3,59.0,5.3
48,221,"Hood County, Texas",51052,55.2,52.0,5.8
48,223,"Hopkins County, Texas",29014,62.0,58.8,4.8
48,225,"Houston County, Texas",18287,44.8,42.7,4.5
48,227,"Howard County, Texas",27787,54.3,51.4,5.2
48,229,"Hudspeth County, Texas",2876,36.6,33.6,8.2
48,231,"Hunt County, Texas",80108,61.1,57.5,5.8
48,233,"Hutchinson County, Texas",16044,60.3,57.7,4.3
48,235,"Irion County, Texas",1176,61.3,59.8,1.3
48,237,"Jack County, Texas",6911,48.7,44.7,8.2
48,239,"Jackson County, Texas",11840,53.1,50.1,5.5
48,241,"Jasper County, Texas",26342,54.0,47.0,12.5
